	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
4096	chr12	111757886	111757886	-0.052903728	0.052903728	49954	319343	319343	1	5	CUX2	NM_015267 NP_056082 XM_011538061 XM_011538063 XM_011538069 XM_011538070 XM_017019080 XM_017019081 XP_011536363 XP_011536365 XP_011536371 XP_011536372 XP_016874569 XP_016874570	inside exon	inside	286058	inside exon	0	17	22	inside transcription region	+	316530	NA	23316	20502
8917	chr5	94277008	94277008	-0.052902122	0.052902122	154261	138125	138125	1	1	MCTP1	NM_001002796 NM_001297777 NM_024717 NP_001002796 NP_001284706 NP_078993 XM_005272082 XM_005272090 XM_006714692 XM_011543649 XM_011543650 XM_017009855 XM_017009856 XM_017009857 XM_017009858 XM_017009859 XM_017009860 XM_017009861 XM_017009862 XM_017009863 XM_017009864 XM_017009865 XP_005272139 XP_005272147 XP_006714755 XP_011541951 XP_011541952 XP_016865344 XP_016865345 XP_016865346 XP_016865347 XP_016865348 XP_016865349 XP_016865350 XP_016865351 XP_016865352 XP_016865353 XP_016865354 XR_001742264 XR_001742266 XR_001742267	inside intron	inside	140537	inside intron	1043	3	17	inside transcription region	-	282827	NA	79772	61182
6110	chr18	61654618	61654618	-0.052898842	0.052898842	92815	423634	423634	1	1	SERPINB8	NM_001031848 NM_001276490 NM_001348367 NM_001348368 NM_001348369 NM_001348370 NM_002640 NM_198833 NP_001027018 NP_001263419 NP_001335296 NP_001335297 NP_001335298 NP_001335299 NP_002631 NP_942130 NR_145571 XM_006722484 XM_011526025 XM_017025790 XM_017025791 XM_017025792 XP_006722547 XP_011524327 XP_016881279 XP_016881280 XP_016881281	inside exon	inside	17355	inside exon	0	6	6	3'UTR	+	19345	NA	5271	41175
10262	chr7	56551590	56551590	-0.05289785	0.05289785	177462	200752	200752	1	8	DKFZp434L192	NR_026929	upstream	upstream	12326	NA	NA	NA	1	NA	+	1061	NA	222029	18260
6839	chr2	75005912	75005912	-0.052897746	0.052897746	108452	59086	59086	1	1	HK2	NM_000189 NP_000180 XM_005264280 XM_011532807 XM_017003945 XP_005264337 XP_011531109 XP_016859434	upstream	upstream	53870	NA	NA	NA	18	NA	+	60699	NA	3099	28883
6052	chr18	11662283	11662283	-0.05289665	0.05289665	91507	420168	420168	1	1	GNAL	NM_001142339 NM_001261443 NM_001261444 NM_002071 NM_182978 NP_001135811 NP_001248372 NP_001248373 NP_892023 XM_006722324 XP_006722387	upstream	upstream	26731	NA	NA	NA	12	NA	+	196669	NA	2774	25731
11403	chr8	97544161	97544161	-0.052896271	0.052896271	191063	231337	231337	1	1	SDC2	NM_002998 NP_002989 XM_011517212 XP_011515514	inside intron	inside	38279	inside intron	-37601	1	5	inside transcription region	+	118155	NA	6383	51830
5523	chr16	80178491	80178491	-0.05289407	0.05289407	78463	385884	385884	1	1	DYNLRB2	NM_001305017 NM_130897 NP_001291946 NP_570967 NR_130942 NR_130943 XM_006721295 XM_006721296 XM_011523370 XP_006721358 XP_006721359 XP_011521672	upstream	upstream	396363	NA	NA	NA	4	NA	+	9687	NA	83657	64238
4663	chr13	113461652	113461652	-0.052892506	0.052892506	57575	337354	337354	1	6	ATP11A	NM_015205 NM_032189 NP_056020 NP_115565 XM_005268299 XM_005268300 XM_005268301 XM_005268303 XM_005268305 XM_005268306 XM_011537480 XM_017020490 XM_017020491 XM_017020492 XP_005268356 XP_005268357 XP_005268358 XP_005268360 XP_005268362 XP_005268363 XP_011535782 XP_016875979 XP_016875980 XP_016875981	inside intron	inside	22203	inside intron	-1044	3	23	5' UTR	+	75663	NA	23250	20235
7015	chr2	176948759	176948759	-0.052889629	0.052889629	114056	70467	70467	1	18	EVX2	NM_001080458 NP_001073927	promoter	promoter	69	NA	NA	NA	3	NA	-	3855	NA	344191	30805
9689	chr6	153484006	153484006	-0.052886374	0.052886374	170575	183716	183716	1	1	RGS17	NM_012419 NP_036551 XM_017010733 XP_016866222	upstream	upstream	31617	NA	NA	NA	5	NA	-	120357	NA	26575	24462
2731	chr10	16198768	16198768	-0.052886181	0.052886181	21902	252948	252948	1	1	PTER	NM_001001484 NM_001261836 NM_001261837 NM_001261838 NM_030664 NP_001001484 NP_001248765 NP_001248766 NP_001248767 NP_109589 XM_017016927 XM_017016928 XM_017016929 XM_017016930 XP_016872416 XP_016872417 XP_016872418 XP_016872419 XR_001747258	upstream	upstream	280174	NA	NA	NA	4	NA	+	76802	NA	9317	70606
5838	chr17	46993161	46993161	-0.052883431	0.052883431	86709	407356	407356	1	1	UBE2Z	NM_023079 NP_075567	inside intron	inside	7430	inside intron	276	4	7	inside transcription region	+	20691	NA	65264	54191
11251	chr8	49776492	49776492	-0.052883222	0.052883222	188951	226916	226916	1	1	SNAI2	NM_003068 NP_003059	downstream	downstream	57507	NA	NA	NA	3	NA	-	3760	NA	6591	54672
9312	chr6	27573342	27573342	-0.052883094	0.052883094	162820	157137	157137	1	2	LINC01012	NR_038292 NR_038293 NR_038294	upstream	upstream	88472	NA	NA	NA	3	NA	+	16187	NA	100507173	2221
10590	chr7	156933206	156933206	-0.052881571	0.052881571	184349	216269	216269	1	1	UBE3C	NM_014671 NP_055486 XM_005249564 XM_017012818 XP_005249621 XP_016868307 XR_927552	inside intron	inside	1551	inside intron	-1173	1	23	inside transcription region	+	130411	NA	9690	72246
3252	chr10	134697771	134697771	-0.05287887	0.05287887	30398	272232	272232	1	3	CFAP46	NM_001200049 NM_017609 NM_173572 NP_001186978	inside intron	inside	58318	inside intron	835	27	58	inside transcription region	-	134193	NA	54777	42767
4975	chr14	105105063	105105063	-0.052878636	0.052878636	64171	352876	352876	1	5	TMEM179	NM_001286389 NM_001286390 NM_207379 NP_001273318 NP_001273319 XM_011536745 XM_011536746 XM_011536750 XP_011535047 XP_011535048 XP_011535052 XR_943433 XR_943435 XR_943436	upstream	upstream	33966	NA	NA	NA	3	NA	-	10677	NA	388021	32807
8285	chr4	76596784	76596784	-0.052874874	0.052874874	144480	117015	117015	1	1	G3BP2	NM_012297 NM_203504 NM_203505 NP_036429 NP_987100 NP_987101 XM_005263382 XM_005263383 XM_011532441 XM_017008876 XM_017008877 XM_017008878 XM_017008879 XP_005263439 XP_005263440 XP_011530743 XP_016864365 XP_016864366 XP_016864367 XP_016864368	inside intron	inside	1883	inside intron	1607	1	11	5' UTR	-	30714	NA	9908	73096
1217	chr4	25789390	25789390	0.052873182	0.052873182	142760	113478	113478	1	1	SEL1L3	NM_001297592 NM_001297594 NM_015187 NP_001284521 NP_001284523 NP_056002 XM_011513819 XM_017007923 XP_011512121 XP_016863412 XR_001741182 XR_001741183	inside intron	inside	16984	inside intron	455	4	14	inside transcription region	-	47253	NA	23231	20169
1035	chr21	36043140	36043140	0.05286971	0.05286971	123393	462355	462355	1	16	CLIC6	NM_001317009 NM_053277 NP_001303938 NP_444507 XM_017028406 XP_016883895	inside intron	inside	1452	inside intron	-78	1	7	inside transcription region	+	48831	NA	54102	41918
9981	chr7	1748610	1748610	-0.052866224	0.052866224	173126	190430	190430	1	11	ELFN1	NM_001128636 NP_001122108 XM_006715725 XM_006715726 XM_006715727 XM_011515397 XM_011515398 XM_011515401 XM_017012203 XP_006715788 XP_006715789 XP_006715790 XP_011513699 XP_011513700 XP_011513703 XP_016867692	promoter	promoter	188	NA	NA	NA	2	NA	+	38792	NA	392617	33492
3501	chr11	19478542	19478542	-0.052864822	0.052864822	33312	280675	280675	1	1	NAV2	NM_001111018 NM_001111019 NM_001244963 NM_145117 NM_182964 NP_001104488 NP_001104489 NP_001231892 NP_660093 NP_892009 XM_005253214 XM_006718364 XM_006718365 XM_006718366 XM_006718367 XM_006718368 XM_006718369 XM_011520444 XM_011520445 XM_011520446 XM_011520447 XM_011520448 XM_011520449 XM_011520450 XM_011520451 XM_011520452 XM_011520453 XM_011520454 XM_017018520 XM_017018521 XM_017018522 XM_017018523 XM_017018524 XM_017018525 XM_017018526 XP_005253271 XP_006718427 XP_006718428 XP_006718429 XP_006718430 XP_006718431 XP_006718432 XP_011518746 XP_011518747 XP_011518748 XP_011518749 XP_011518750 XP_011518751 XP_011518752 XP_011518753 XP_011518754 XP_011518755 XP_011518756 XP_016874009 XP_016874010 XP_016874011 XP_016874012 XP_016874013 XP_016874014 XP_016874015	inside intron	inside	106271	inside intron	-105967	1	38	inside transcription region	+	770876	NA	89797	68479
7697	chr3	7782210	7782210	-0.052863474	0.052863474	128406	82123	82123	1	1	GRM7	NM_000844 NM_181874 NM_181875 NP_000835 NP_870989 XM_017006272 XM_017006273 XP_016861761 XP_016861762 XR_001740134 XR_001740135 XR_001740136 XR_001740137	inside exon	inside	879408	inside exon	0	10	10	3'UTR	+	880416	NA	2917	27878
9758	chr6	166013397	166013397	-0.052862813	0.052862813	171489	185483	185483	1	1	PDE10A	NM_001130690 NM_006661 NP_001124162 NP_006652 NR_045597 XM_006715321 XM_011535387 XM_011535388 XM_011535393 XM_017010194 XM_017010195 XM_017010196 XM_017010197 XP_006715384 XP_011533689 XP_011533690 XP_011533695 XP_016865683 XP_016865684 XP_016865685 XP_016865686 XR_001743121	inside intron	inside	62191	inside intron	-56340	2	22	inside transcription region	-	334812	NA	10846	6129
1260	chr4	128544375	128544375	0.052858837	0.052858837	146639	121532	121532	1	6	INTU	NM_015693 NP_056508 XM_011531844 XM_011531845 XM_011531846 XM_011531847 XM_011531848 XM_011531849 XM_011531850 XM_011531851 XM_017008025 XM_017008026 XP_011530146 XP_011530147 XP_011530148 XP_011530149 XP_011530150 XP_011530151 XP_011530152 XP_011530153 XP_016863514 XP_016863515 XR_001741201	upstream	upstream	9712	NA	NA	NA	17	NA	+	83847	NA	27152	25176
11500	chr8	139164635	139164635	-0.052858795	0.052858795	193229	235246	235246	1	2	FAM135B	NM_015912 NP_056996 XM_011517056 XM_011517058 XM_011517059 XM_011517060 XM_011517061 XM_011517062 XM_011517063 XM_011517064 XM_011517065 XM_011517068 XM_011517069 XM_011517070 XM_011517072 XM_011517073 XM_011517074 XM_017013470 XM_017013471 XP_011515358 XP_011515360 XP_011515361 XP_011515362 XP_011515363 XP_011515364 XP_011515365 XP_011515366 XP_011515367 XP_011515370 XP_011515371 XP_011515372 XP_011515374 XP_011515375 XP_011515376 XP_016868959 XP_016868960 XR_001745531 XR_001745532	inside exon	inside	824	inside exon	0	1	4	inside transcription region	-	10356	NA	51059	39021
8765	chr5	5139458	5139458	-0.052855466	0.052855466	150398	130276	130276	1	21	ADAMTS16	NM_139056 NP_620687 NR_136935 XR_001742032 XR_001742033	promoter	promoter	985	NA	NA	NA	23	NA	+	179969	NA	170690	15054
25	chr1	10579190	10579190	0.0528548	0.0528548	2589	6953	6953	1	1	PEX14	NM_004565 NP_004556 XM_005263470 XM_011541577 XM_011541578 XM_011541579 XM_011541580 XP_005263527 XP_011539879 XP_011539880 XP_011539881 XP_011539882	inside intron	inside	44187	inside intron	17079	3	8	inside transcription region	+	155812	NA	5195	40951
11998	chrX	145080188	145080188	-0.052853102	0.052853102	204100	483578	483578	1	1	MIR892B	NR_030593	promoter	promoter	1396	NA	NA	NA	1	NA	-	76	NA	100126307	220
1019	chr20	30458708	30458708	0.052852646	0.052852646	120315	454163	454163	1	14	TTLL9	NM_001008409 NP_001008409 NR_134519 NR_148010 NR_148011 NR_148012 NR_148013 NR_148014 XM_005260309 XM_006723723 XM_006723724 XM_011528617 XM_011528618 XM_011528619 XM_011528620 XM_011528621 XM_011528622 XM_011528623 XM_011528624 XM_011528625 XM_011528626 XM_011528627 XM_011528628 XM_011528629 XM_011528630 XM_011528631 XM_011528632 XM_011528633 XM_011528634 XM_011528635 XM_011528637 XM_011528638 XM_011528639 XM_011528640 XM_011528641 XM_011528643 XM_011528644 XM_011528646 XM_017027694 XM_017027695 XM_017027696 XM_017027697 XM_017027698 XM_017027699 XM_017027700 XM_017027701 XM_017027702 XM_017027703 XP_005260366 XP_006723786 XP_006723787 XP_011526919 XP_011526920 XP_011526921 XP_011526922 XP_011526923 XP_011526924 XP_011526925 XP_011526926 XP_011526927 XP_011526928 XP_011526929 XP_011526930 XP_011526931 XP_011526932 XP_011526933 XP_011526934 XP_011526935 XP_011526936 XP_011526937 XP_011526939 XP_011526940 XP_011526941 XP_011526942 XP_011526943 XP_011526945 XP_011526946 XP_011526948 XP_016883183 XP_016883184 XP_016883185 XP_016883186 XP_016883187 XP_016883188 XP_016883189 XP_016883190 XP_016883191 XP_016883192	inside exon	inside	194	inside exon	0	1	17	inside transcription region	+	74250	NA	164395	14625
2415	chr1	236914827	236914827	-0.052848331	0.052848331	19446	45120	45120	1	2	ACTN2	NM_001103 NM_001278343 NM_001278344 NP_001094 NP_001265272 NP_001265273	inside exon	inside	20294	inside exon	0	8	14	inside transcription region	+	33025	NA	88	67842
3799	chr11	123909325	123909325	-0.052848276	0.052848276	41282	299772	299772	1	1	OR10G7	NM_001004463 NP_001004463	inside exon	inside	383	inside exon	0	1	1	inside transcription region	-	935	NA	390265	33288
10921	chr8	2037954	2037954	-0.052848049	0.052848049	185620	219965	219965	1	3	MYOM2	NM_003970 NP_003961 XM_006716237 XP_006716300	inside exon	inside	44796	inside exon	0	2	24	inside transcription region	+	100222	NA	9172	69785
6871	chr2	88716767	88716767	-0.052847856	0.052847856	109083	60421	60421	1	1	FOXI3	NM_001135649 NP_001129121	downstream	downstream	35286	NA	NA	NA	3	NA	-	4327	NA	344167	30804
8462	chr4	185913488	185913488	-0.052845429	0.052845429	148953	126214	126214	1	3	HELT	NM_001029887 NM_001300781 NM_001300782 NP_001287710 NP_001287711 XM_017008186 XP_016863675	upstream	upstream	26507	NA	NA	NA	3	NA	+	1963	NA	391723	33445
10497	chr7	155302342	155302342	-0.052845363	0.052845363	184116	215597	215597	1	7	CNPY1	NM_001103176 NP_001096646	inside intron	inside	24197	inside intron	-549	2	4	5' UTR	-	32586	NA	285888	27122
1270	chr4	149362830	149362830	0.052842504	0.052842504	147459	123128	123128	1	4	NR3C2	NM_000901 NM_001166104 NM_001354819 NP_000892 NP_001159576 NP_001341748 NR_148974 XM_011531975 XM_011531976 XM_011531977 XM_011531978 XM_017008217 XP_011530277 XP_011530278 XP_011530279 XP_011530280 XP_016863706	inside intron	inside	842	inside intron	481	1	7	inside transcription region	-	363757	NA	4306	35701
919	chr2	72922245	72922245	0.052842105	0.052842105	108162	58268	58268	1	1	EXOC6B	NM_001321729 NM_001321730 NM_001321731 NM_001321733 NM_001321734 NM_015189 NP_001308658 NP_001308659 NP_001308660 NP_001308662 NP_001308663 NP_056004 NR_135773 NR_135774 XM_005264224 XM_011532711 XM_011532712 XM_017003641 XM_017003642 XP_005264281 XP_011531013 XP_011531014 XP_016859130 XP_016859131	inside intron	inside	130932	inside intron	22986	6	18	inside transcription region	-	364572	NA	23233	20172
4940	chr14	101923155	101923155	-0.052841949	0.052841949	63577	351326	351326	1	17	MIR1247	NR_031649	downstream	downstream	103604	NA	NA	NA	1	NA	-	135	NA	100302145	1300
5827	chr17	46695192	46695192	-0.052838971	0.052838971	86646	407120	407120	1	4	HOXB8	NM_024016 NP_076921 XM_005257286 XM_017024564 XP_005257343 XP_016880053	upstream	upstream	2891	NA	NA	NA	2	NA	-	2593	NA	3218	29761
3184	chr10	133871444	133871444	-0.052836973	0.052836973	30088	271095	271095	1	3	JAKMIP3	NM_001104947 NM_001105521 NM_001323086 NM_001323087 NM_001323088 NM_001323089 NM_001323090 NM_194303 NP_001098991 NP_001310015 NP_001310016 NP_001310017 NP_001310018 NP_001310019 XM_005252674 XM_005252676 XM_011539676 XM_011539682 XM_017016095 XM_017016096 XM_017016097 XM_017016098 XM_017016099 XP_005252731 XP_005252733 XP_011537978 XP_011537984 XP_016871584 XP_016871585 XP_016871586 XP_016871587 XP_016871588	upstream	upstream	46869	NA	NA	NA	24	NA	+	80000	NA	282973	25979
9309	chr6	27559924	27559924	-0.052835365	0.052835365	162813	157125	157125	1	3	LINC01012	NR_038292 NR_038293 NR_038294	upstream	upstream	101890	NA	NA	NA	3	NA	+	16187	NA	100507173	2221
6394	chr19	40993713	40993713	-0.052833005	0.052833005	99388	441200	441200	1	2	SPTBN4	NM_020971 NM_025213 NP_066022 NP_079489 XM_011527173 XM_017027049 XM_017027050 XM_017027051 XM_017027052 XP_011525475 XP_016882538 XP_016882539 XP_016882540 XP_016882541	inside exon	inside	20587	inside exon	0	3	36	inside transcription region	+	109239	NA	57731	49360
8156	chr4	7394790	7394790	-0.052832644	0.052832644	141701	111230	111230	1	7	SORCS2	NM_020777 NP_065828 XM_005247987 XM_011513514 XM_011513515 XM_011513516 XM_017008481 XP_005248044 XP_011511816 XP_011511817 XP_011511818 XP_016863970	inside intron	inside	11165	inside intron	3224	2	27	5' UTR	+	360939	NA	57537	48798
10639	chr7	157527872	157527872	-0.052832175	0.052832175	184552	216950	216950	1	3	PTPRN2	NM_001308267 NM_001308268 NM_002847 NM_130842 NM_130843 NP_001295196 NP_001295197 NP_002838 NP_570857 NP_570858 XM_011516446 XM_011516447 XM_011516448 XM_011516449 XM_017012475 XM_017012476 XP_011514748 XP_011514749 XP_011514750 XP_011514751 XP_016867964 XP_016867965	inside intron	inside	852610	inside intron	-52242	12	22	inside transcription region	-	1048732	NA	5799	49621
2875	chr10	60082823	60082823	-0.052831271	0.052831271	24169	257646	257646	1	1	UBE2D1	NM_001204880 NM_003338 NP_001191809 NP_003329 XM_017016609 XP_016872098	upstream	upstream	11916	NA	NA	NA	6	NA	+	35774	NA	7321	58039
1460	chr6	137364811	137364811	0.052830718	0.052830718	169573	181577	181577	1	12	IL20RA	NM_001278722 NM_001278723 NM_001278724 NM_014432 NP_001265651 NP_001265652 NP_001265653 NP_055247 XM_006715506 XM_011535904 XM_017010954 XM_017010955 XP_006715569 XP_011534206 XP_016866443 XP_016866444	inside intron	inside	1487	inside intron	966	1	3	inside transcription region	-	35844	NA	53832	41743
2756	chr10	24841602	24841602	-0.052830379	0.052830379	22323	253881	253881	1	1	KIAA1217	NM_001098500 NM_001098501 NM_001282767 NM_001282768 NM_001282769 NM_001282770 NM_001321681 NM_019590 NP_001091970 NP_001269696 NP_001269697 NP_001269698 NP_001269699 NP_001308610 NP_062536 XM_005252516 XM_011519552 XM_011519555 XM_011519558 XM_011519559 XM_011519562 XM_011519564 XM_011519565 XM_011519566 XM_017016416 XM_017016417 XM_017016418 XM_017016419 XM_017016420 XM_017016421 XM_017016422 XM_017016423 XM_017016424 XM_017016425 XM_017016426 XM_017016427 XM_017016428 XM_017016429 XP_005252573 XP_011517854 XP_011517857 XP_011517860 XP_011517861 XP_011517864 XP_011517866 XP_011517867 XP_011517868 XP_016871905 XP_016871906 XP_016871907 XP_016871908 XP_016871909 XP_016871910 XP_016871911 XP_016871912 XP_016871913 XP_016871914 XP_016871915 XP_016871916 XP_016871917 XP_016871918	downstream	downstream	343882	NA	NA	NA	18	NA	+	339052	NA	56243	46809
11607	chr9	990618	990618	-0.052830095	0.052830095	194662	239295	239295	1	4	DMRT3	NM_021240 NP_067063	inside exon	inside	13650	inside exon	0	2	2	inside transcription region	+	14764	NA	58524	49931
9298	chr6	27259010	27259010	-0.052827784	0.052827784	162767	156976	156976	1	11	POM121L2	NM_033482 NP_258443	downstream	downstream	21001	NA	NA	NA	1	NA	-	3169	NA	94026	71071
3511	chr11	20761811	20761811	-0.052827708	0.052827708	33433	280967	280967	1	1	NELL1	NM_001288713 NM_001288714 NM_006157 NM_201551 NP_001275642 NP_001275643 NP_006148 NP_963845	inside intron	inside	70694	inside intron	43414	3	16	5' UTR	+	906112	NA	4745	37344
163	chr1	171227787	171227787	0.052826495	0.052826495	14693	35172	35172	1	1	FMO1	NM_001282692 NM_001282693 NM_001282694 NM_002021 NP_001269621 NP_001269622 NP_001269623 NP_002012 XM_005245037 XM_005245038 XM_006711241 XM_006711242 XP_005245094 XP_005245095 XP_006711304 XP_006711305	inside intron	inside	691	inside intron	-428	1	8	inside transcription region	+	28017	NA	2326	20275
10156	chr7	30721888	30721888	-0.052820194	0.052820194	175595	197024	197024	1	14	CRHR2	NM_001202475 NM_001202481 NM_001202482 NM_001202483 NM_001883 NP_001189404 NP_001189410 NP_001189411 NP_001189412 NP_001874 XM_011515127 XM_011515128 XM_011515129 XM_017011751 XM_017011752 XP_011513429 XP_011513430 XP_011513431 XP_016867240 XP_016867241	inside exon	inside	17831	inside exon	0	3	3	inside transcription region	-	17883	NA	1395	11338
11927	chrX	73640431	73640431	-0.052819959	0.052819959	202672	479466	479466	1	14	SLC16A2	NM_006517 NP_006508	promoter	promoter	897	NA	NA	NA	6	NA	+	112436	NA	6567	54603
3545	chr11	31822341	31822341	-0.052816852	0.052816852	33759	281655	281655	1	15	PAX6	NM_000280 NM_001127612 NM_001258462 NM_001258463 NM_001258464 NM_001258465 NM_001310158 NM_001310159 NM_001310160 NM_001310161 NM_001604 NP_000271 NP_001121084 NP_001245391 NP_001245392 NP_001245393 NP_001245394 NP_001297087 NP_001297088 NP_001297089 NP_001297090 NP_001595	inside exon	inside	5669	inside exon	0	4	8	inside transcription region	-	13253	NA	5080	38675
3763	chr11	117376238	117376238	-0.05281613	0.05281613	40485	297982	297982	1	3	DSCAML1	NM_020693 NP_065744 XM_011542917 XM_011542918 XM_011542919 XM_011542920 XM_011542921 XM_011542924 XM_011542925 XP_011541219 XP_011541220 XP_011541221 XP_011541222 XP_011541223 XP_011541226 XP_011541227	inside exon	inside	291738	inside exon	0	9	33	inside transcription region	-	369487	NA	57453	48552
